11188
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Douzième extrait>,<>,<>
esprit,esprit,21
",",",",p
je,je,51
ne,ne,60
ressentis,ressentir,19
qu',que,83
un,un,71
vague,vague,30
chagrin,chagrin,21
mêlé,mêlé,31
d',de,81
espoir,espoir,21
/.,/.,P
je,je,51
croyais,croire,18
moi-même,moi-même,51
n',ne,60
avoir,avoir,14
que,que,83
peu,peu,60
de,de,81
temps,temps,21
à,à,81
vivre,vivre,14
",",",",p
et,et,82
j',je,51
étais,être,18
désormais,désormais,60
assuré,assurer,12
de,de,81
l',le,71
existence,existence,22
d',de,81
un,un,71
monde,monde,21
où,où,60
les,le,71
coeurs,coeur,21
aimants,aimant,30
se,se,51
retrouvent,retrouver,17
/.,/.,P
d',de,81
ailleurs,ailleurs,60
",",",",p
elle,il,51
m',je,51
appartenais,appartenir,18
bien,bien,60
plus,plus,60
dans,dans,81
sa,son,73
mort,mort,22
que,que,83
dans,dans,81
sa,son,73
vie,vie,22
",",",",p
égoïste,égoïste,30
pensée,pensée,22
que,que,52
ma,mon,73
raison,raison,22
devait,devoir,18
payer,payer,14
plus,plus,60
tard,tard,60
par,par,81
d',de,81
amers,amer,30
regrets,regret,21
/.,/.,P
je,je,51
ne,ne,60
voudrais,vouloir,16
pas,pas,60
abuser,abuser,14
des,de,81
des,le,71
pressentiments,pressentiment,21
;,;,p
le,le,71
hasard,hasard,21
fait,faire,17
d',de,81
étranges,étrange,30
choses,chose,22
;,;,p
mais,mais,82
je,je,51
fus,être,19
alors,alors,60
vivement,vivement,60
préoccupé,préoccuper,12
d',de,81
un,un,71
souvenir,souvenir,21
de,de,81
notre,notre,73
union,union,22
trop,trop,60
rapide,rapide,30
/.,/.,P
je,je,51
lui,lui,51
avais,avoir,18
donné,donner,12
une,un,71
bague,bague,22
d',de,81
un,un,71
travail,travail,21
ancien,ancien,30
dont,dont,52
le,le,71
chaton,chaton,21
était,être,18
formé,former,12
d',de,81
une,un,71
opale,opale,22
taillée,taillé,31
en,en,81
coeur,coeur,21
/.,/.,P
comme,comme,83
cette,ce,74
bague,bague,22
était,être,18
trop,trop,60
grande,grand,30
pour,pour,81
son,son,73
doigt,doigt,21
",",",",p
j',je,51
avais,avoir,18
eu,avoir,12
l',le,71
idée,idée,22
fatale,fatal,30
de,de,81
la,le,52
faire,faire,14
couper,couper,14
pour,pour,81
en,en,52
diminuer,diminuer,14
l',le,71
anneau,anneau,21
;,;,p
je,je,51
ne,ne,60
compris,comprendre,19
ma,mon,73
faute,faute,22
qu',que,83
en,en,81
entendant,entendre,13
le,le,71
bruit,bruit,21
de,de,81
la,le,71
scie,scie,22
/.,/.,P
il,il,51
me,je,51
sembla,sembler,19
voir,voir,14
couler,couler,14
du,de,81
du,le,71
sang,sang,21
/…,/…,P
les,le,71
soins,soin,21
de,de,81
l',le,71
art,art,21
m',je,51
avaient,avoir,18
rendu,rendre,12
la,le,71
santé,santé,22
sans,sans,81
avoir,avoir,14
encore,encore,60
ramené,ramener,12
dans,dans,81
mon,mon,73
esprit,esprit,21
le,le,71
cours,cours,21
régulier,régulier,30
de,de,81
la,le,71
raison,raison,22
humaine,humain,30
/.,/.,P
la,le,71
maison,maison,22
où,où,60
je,je,51
me,je,51
trouvais,trouver,18
",",",",p
située,situé,31
sur,sur,81
une,un,71
hauteur,hauteur,22
",",",",p
avait,avoir,18
un,un,71
vaste,vaste,30
jardin,jardin,21
planté,planté,31
d',de,81
arbres,arbre,21
précieux,précieux,30
/.,/.,P
l',le,71
air,air,21
pur,pur,30
de,de,81
la,le,71
colline,colline,22
où,où,60
elle,il,51
était,être,18
située,situer,12
",",",",p
les,le,71
premières,premier,72
haleines,haleine,22
du,de,81
du,le,71
printemps,printemps,21
",",",",p
les,le,71
douceurs,douceur,22
d',de,81
une,un,71
société,société,22
toute,tout,60
sympathique,sympathique,30
",",",",p
m',je,51
apportaient,apporter,18
de,de,81
longs,long,30
jours,jour,21
calmes,calme,30
/.,/.,P
les,le,71
premières,premier,72
feuilles,feuille,22
des,de,81
des,le,71
sycomores,sycomore,21
me,je,51
ravissaient,ravir,18
par,par,81
la,le,71
vivacité,vivacité,22
de,de,81
leurs,leur,73
couleurs,couleur,22
",",",",p
semblables,semblable,30
aux,à,81
aux,le,71
panaches,panache,21
des,de,81
des,le,71
coqs,coq,21
de,de,81
Pharaon,Pharaon,20
/.,/.,P
la,le,71
vue,vue,22
",",",",p
qui,qui,52
s',se,51
étendait,étendre,18
au-dessus,au-dessus,60
de,de,81
la,le,71
plaine,plaine,22
",",",",p
présentait,présenter,18
du,de,81
du,le,71
matin,matin,21
au,à,81
au,le,71
soir,soir,21
des,de,81
des,le,71
horizons,horizon,21
charmants,charmant,30
",",",",p
dont,dont,52
les,le,71
teintes,teinte,22
graduées,gradué,31
plaisaient,plaire,18
à,à,81
mon,mon,73
imagination,imagination,22
/.,/.,P
je,je,51
peuplais,peupler,18
les,le,71
côteaux,coteau,21
et,et,82
les,le,71
nuages,nuage,21
de,de,81
figures,figure,22
divines,divin,30
dont,dont,52
il,il,51
me,je,51
semblait,sembler,18
voir,voir,14
distinctement,distinctement,60
les,le,71
formes,forme,22
/.,/.,P
-,-,p
je,je,51
voulus,vouloir,19
fixer,fixer,14
davantage,davantage,60
mes,mon,73
pensées,pensée,22
favorites,favori,30
",",",",p
et,et,82
",",",",p
à,à,81
l',le,71
aide,aide,22
de,de,81
charbons,charbon,21
et,et,82
de,de,81
morceaux,morceau,21
de,de,81
brique,brique,22
que,que,52
je,je,51
ramassais,ramasser,18
",",",",p
je,je,51
couvris,couvrir,19
bientôt,bientôt,60
les,le,71
murs,mur,21
d',de,81
une,un,71
série,série,22
de,de,81
fresques,fresque,22
où,où,60
se,se,51
réalisaient,réaliser,18
mes,mon,73
impressions,impression,22
/.,/.,P
une,un,71
figure,figure,22
dominait,dominer,18
toujours,toujours,60
les,le,71
autres,autre,52
:,:,p
c',ce,52
était,être,18
celle,celui,52
d',de,81
Aurélia,Aurélia,20
",",",",p
peinte,peint,31
sous,sous,81
les,le,71
traits,trait,21
d',de,81
une,un,71
divinité,divinité,22
",",",",p
telle,tel,75
qu',que,83
elle,il,51
m',je,51
était,être,18
apparue,apparaître,12
dans,dans,81
mon,mon,73
rêve,rêve,21
/.,/.,P
sous,sous,81
ses,son,73
pieds,pied,21
tournait,tourner,18
une,un,71
roue,roue,22
",",",",p
et,et,82
les,le,71
dieux,dieu,21
lui,lui,51
faisaient,faire,18
cortège,cortège,21
/.,/.,P
je,je,51
parvins,parvenir,19
à,à,81
colorier,colorier,14
ce,ce,74
groupe,groupe,21
en,en,81
exprimant,exprimer,13
le,le,71
suc,suc,21
des,de,81
des,le,71
herbes,herbe,22
et,et,82
des,de,81
des,le,71
fleurs,fleur,22
/.,/.,P
-,-,p
que,que,52
de,de,81
fois,fois,22
j',je,51
ai,avoir,17
rêvé,rêver,12
devant,devant,81
cette,ce,74
chère,cher,30
idole,idole,22
/!,/!,P
je,je,51
fis,faire,19
plus,plus,60
",",",",p
je,je,51
tentais,tenter,18
de,de,81
figurer,figurer,14
avec,avec,81
de,de,81
la,le,71
terre,terre,22
le,le,71
corps,corps,21
de,de,81
celle,celui,52
que,que,52
j',je,51
aimais,aimer,18
;,;,p
tous,tout,75
les,le,71
matins,matin,21
mon,mon,73
travail,travail,21
était,être,18
à,à,81
refaire,refaire,14
",",",",p
car,car,82
les,le,71
fous,fou,21
",",",",p
jaloux,jaloux,30
de,de,81
mon,mon,73
bonheur,bonheur,21
",",",",p
se,se,51
plaisaient,plaire,18
à,à,81
en,en,52
détruire,détruire,14
l',le,71
image,image,22
/.,/.,P
on,on,51
me,je,51
donna,donner,19
du,de,81
du,le,71
papier,papier,21
",",",",p
et,et,82
pendant,pendant,81
longtemps,longtemps,60
je,je,51
m',je,51
appliquai,appliquer,19
à,à,81
représenter,représenter,14
",",",",p
par,par,81
mille,mille,72
figures,figure,22
accompagnées,accompagné,31
de,de,81
récits,récit,21
",",",",p
de,de,81
vers,vers,21
et,et,82
d',de,81
inscriptions,inscription,22
en,en,81
toutes,tout,75
les,le,71
langues,langue,22
connues,connu,31
",",",",p
une,un,71
sorte,sorte,22
d',de,81
histoire,histoire,22
du,de,81
du,le,71
monde,monde,21
mêlée,mêlé,31
de,de,81
souvenirs,souvenir,21
d',de,81
études,étude,22
et,et,82
de,de,81
fragments,fragment,21
de,de,81
songes,songe,21
que,que,52
ma,mon,73
préoccupation,préoccupation,22
rendait,rendre,18
plus,plus,60
sensible,sensible,30
ou,ou,82
qui,qui,52
en,en,52
prolongeait,prolonger,18
la,le,71
durée,durée,22
/.,/.,P
je,je,51
ne,ne,60
m',je,51
arrêtais,arrêter,18
pas,pas,60
aux,à,81
aux,le,71
traditions,tradition,22
modernes,moderne,30
de,de,81
la,le,71
création,création,22
/.,/.,P
ma,mon,73
pensée,pensée,22
remontait,remonter,18
au-delà,au-delà,60
:,:,p
j',je,51
entrevoyais,entrevoir,18
",",",",p
comme,comme,83
en,en,81
un,un,71
souvenir,souvenir,21
",",",",p
le,le,71
premier,premier,72
pacte,pacte,21
formé,formé,31
par,par,81
les,le,71
génies,génie,21
au,à,81
au,le,71
moyen,moyen,21
de,de,81
talismans,talisman,21
/.,/.,P
j',je,51
avais,avoir,18
essayé,essayer,12
de,de,81
réunir,réunir,14
les,le,71
pierres,pierre,22
de,de,81
la,le,71
table,table,22
sacrée,sacré,31
",",",",p
et,et,82
de,de,81
représenter,représenter,14
à l'entour,à l'entour,60
les,le,71
sept,sept,72
premiers,premier,72
Eloïm,Eloïm,20
qui,qui,52
s',se,51
étaient,être,18
partagé,partager,12
le,le,71
monde,monde,21
/.,/.,P
ce,ce,74
système,système,21
d',de,81
histoire,histoire,22
",",",",p
emprunte,emprunter,17
aux,à,81
aux,le,71
traditions,tradition,22
orientales,oriental,30
",",",",p
commençait,commencer,18
par,par,81
l',le,71
heureux,heureux,30
accord,accord,21
des,de,81
des,le,71
puissances,puissance,22
de,de,81
la,le,71
nature,nature,22
",",",",p
qui,qui,52
formulaient,formuler,18
et,et,82
organisaient,organiser,18
l',le,71
univers,univers,21
/.,/.,P
-,-,p
pendant,pendant,81
la,le,71
nuit,nuit,22
qui,qui,52
précéda,précéder,19
mon,mon,73
travail,travail,21
",",",",p
je,je,51
m',je,51
étais,être,18
cru,croire,12
transporté,transporté,31
dans,dans,81
une,un,71
planète,planète,22
obscure,obscur,30
où,où,60
se,se,51
débattaient,débattre,18
les,le,71
premiers,premier,72
germes,germe,21
de,de,81
la,le,71
création,création,22
/.,/.,P
du,de,81
du,le,71
sein,sein,21
de,de,81
l',le,71
argile,argile,22
encore,encore,60
molle,mou,30
s',se,51
élevaient,élever,18
des,de,81
des,le,71
palmiers,palmier,21
gigantesques,gigantesque,30
",",",",p
des,de,81
des,le,71
euphorbes,euphorbe,21
vénéneux,vénéneux,30
et,et,82
des,de,81
des,le,71
acanthes,acanthe,22
tortillées,tortillé,31
autour,autour,60
des,de,81
des,le,71
cactus,cactus,21
;,;,p
-,-,p
les,le,71
figures,figure,22
arides,aride,30
des,de,81
des,le,71
rochers,rocher,21
s',se,51
élançaient,élancer,18
comme,comme,83
des,de,81
des,le,71
squelettes,squelette,21
de,de,81
cette,ce,74
ébauche,ébauche,22
de,de,81
création,création,22
",",",",p
et,et,82
de,de,81
hideux,hideux,30
reptiles,reptile,21
serpentaient,serpenter,18
",",",",p
s',se,51
élargissaient,élargir,18
ou,ou,82
s',se,51
arrondissaient,arrondir,18
au,à,81
au,le,71
milieu,milieu,21
de,de,81
l',le,71
inextricable,inextricable,30
réseau,réseau,21
d',de,81
une,un,71
végétation,végétation,22
sauvage,sauvage,30
/.,/.,P
la,le,71
pâle,pâle,30
lumière,lumière,22
des,de,81
des,le,71
astres,astre,21
éclairait,éclairer,18
seule,seul,30
les,le,71
perspectives,perspective,22
bleuâtres,bleuâtre,30
de,de,81
cet,ce,74
étrange,étrange,30
horizon,horizon,21
;,;,p
cependant,cependant,82
",",",",p
à,à,81
mesure,mesure,22
que,que,83
ces,ce,74
créations,création,22
se,se,51
formaient,former,18
",",",",p
une,un,71
étoile,étoile,22
plus,plus,60
lumineuse,lumineux,30
y,y,52
puisait,puiser,18
les,le,71
germes,germe,21
de,de,81
la,le,71
clarté,clarté,22
/.,/.,P
<Page 33  Partie 1 Chapitre 8>,<>,<>
puis,puis,60
les,le,71
monstres,monstre,21
changeaient,changer,18
de,de,81
forme,forme,22
",",",",p
et,et,82
dépouillant,dépouiller,13
leurs,leur,73
premières,premier,72
peaux,peau,22
",",",",p
se,se,51
dressaient,dresser,18
plus,plus,60
puissants,puissant,30
sur,sur,81
des,de,81
des,le,71
pattes,patte,22
gigantesques,gigantesque,30
;,;,p
l',le,71
énorme,énorme,30
masse,masse,22
de,de,81
leur,leur,73
corps,corps,21
brisait,briser,18
les,le,71
branches,branche,22
et,et,82
les,le,71
herbages,herbage,21
",",",",p
et,et,82
dans,dans,81
le,le,71
désordre,désordre,21
de,de,81
la,le,71
nature,nature,22
",",",",p
ils,ils,51
se,se,51
livraient,livrer,18
des,de,81
des,le,71
combats,combat,21
auxquels,à,81
auxquels,lequel,52
je,je,51
prenais,prendre,18
part,part,22
moi-même,moi-même,51
",",",",p
car,car,82
j',je,51
avais,avoir,18
un,un,71
corps,corps,21
aussi,aussi,60
étrange,étrange,30
que,que,83
les,le,71
leurs,leur,52
/.,/.,P
tout,tout,60
à,à,81
coup,coup,21
une,un,71
singulière,singulier,30
harmonie,harmonie,22
résonna,résonner,19
dans,dans,81
nos,notre,73
solitudes,solitude,22
",",",",p
et,et,82
il,il,51
semblait,sembler,18
que,que,83
les,le,71
cris,cri,21
",",",",p
les,le,71
rugissements,rugissement,21
et,et,82
les,le,71
sifflements,sifflement,21
confus,confus,30
des,de,81
des,le,71
êtres,être,21
primitifs,primitif,30
se,se,51
modulassent,moduler,18
désormais,désormais,60
sur,sur,81
cet,ce,74
air,air,21
divin,divin,30
/.,/.,P
les,le,71
variations,variation,22
se,se,51
succédaient,succéder,18
à,à,81
l',le,71
infini,infini,21
",",",",p
la,le,71
planète,planète,22
s',se,51
éclairait,éclairer,18
peu,peu,60
à,à,81
peu,peu,60
",",",",p
des,de,81
des,le,71
formes,forme,22
divines,divin,30
se,se,51
dessinaient,dessiner,18
sur,sur,81
la,le,71
verdure,verdure,22
et,et,82
sur,sur,81
la,le,71
profondeur,profondeur,22
des,de,81
des,le,71
bocages,bocage,21
",",",",p
et,et,82
désormais,désormais,60
domptés,dompté,31
",",",",p
tous,tout,75
les,le,71
monstres,monstre,21
que,que,52
j',je,51
avais,avoir,18
vu,voir,12
se,se,51
dépouillaient,dépouiller,18
de,de,81
leurs,leur,73
formes,forme,22
bizarres,bizarre,30
et,et,82
devenaient,devenir,18
hommes,homme,21
et,et,82
femmes,femme,22
;,;,p
d',de,81
autres,autre,52
revêtaient,revêtir,18
",",",",p
dans,dans,81
leurs,leur,73
transformations,transformation,22
la,le,71
figure,figure,22
des,de,81
des,le,71
bêtes,bête,22
sauvages,sauvage,30
",",",",p
des,de,81
des,le,71
poissons,poisson,21
",",",",p
des,de,81
des,le,71
oiseaux,oiseau,21
/.,/.,P
qui,qui,52
donc,donc,82
avait,avoir,18
fait,faire,12
ce,ce,74
miracle,miracle,21
/?,/?,P
une,un,71
déesse,déesse,22
rayonnante,rayonnant,30
guidait,guider,18
",",",",p
dans,dans,81
ces,ce,74
nouveaux,nouveau,30
avatars,avatar,21
",",",",p
l',le,71
évolution,évolution,22
rapide,rapide,30
des,de,81
des,le,71
humains,humain,21
",",",",p
il,il,51
s',se,51
établit,établir,19
alors,alors,60
une,un,71
distinction,distinction,22
de,de,81
race,race,22
",",",",p
qui,qui,52
partant,partir,13
de,de,81
l',le,71
ordre,ordre,21
des,de,81
des,le,71
oiseaux,oiseau,21
",",",",p
comprenaient,comprendre,18
aussi,aussi,60
les,le,71
bêtes,bête,22
",",",",p
les,le,71
poissons,poisson,21
et,et,82
les,le,71
reptiles,reptile,21
:,:,p
c',ce,52
étaient,être,18
les,le,71
dives,dive,30
",",",",p
les,le,71
Peris,Peris,20
",",",",p
les,le,71
ondins,ondin,21
et,et,82
les,le,71
salamandres,salamandre,22
;,;,p
chaque,chaque,75
fois,fois,22
qu',que,83
un,un,52
de,de,81
ces,ce,74
êtres,être,21
mourait,mourir,18
",",",",p
il,il,51
renaissait,renaître,18
aussitôt,aussitôt,60
sous,sous,81
une,un,71
forme,forme,22
plus,plus,60
belle,beau,30
et,et,82
chantait,chanter,18
la,le,71
gloire,gloire,22
des,de,81
des,le,71
dieux,dieu,21
/.,/.,P
-,-,p
cependant,cependant,82
",",",",p
l',le,71
un,un,52
des,de,81
des,le,71
Eloïm,Eloïm,20
eut,avoir,19
la,le,71
pensée,pensée,22
de,de,81
créer,créer,14
une,un,71
cinquième,cinquième,72
race,race,22
",",",",p
composée,composer,12
des,de,81
des,le,71
éléments,élément,21
de,de,81
la,le,71
terre,terre,22
",",",",p
et,et,82
qu',que,52
on,on,51
appela,appeler,19
les,le,71
Afrites,Afrites,20
/.,/.,P
-,-,p
ce,ce,52
fut,être,19
le,le,71
signal,signal,21
d',de,81
une,un,71
révolution,révolution,22
complète,complet,30
parmi,parmi,81
les,le,71
esprits,esprit,21
qui,qui,52
ne,ne,60
voulurent,vouloir,19
pas,pas,60
reconnaître,reconnaître,14
les,le,71
nouveaux,nouveau,30
possesseurs,possesseur,21
du,de,81
du,le,71
monde,monde,21
/.,/.,P
je,je,51
ne,ne,60
sais,savoir,17
combien,combien,60
de,de,81
mille,mille,72
ans,an,21
durèrent,durer,19
ces,ce,74
combats,combat,21
qui,qui,52
ensanglantèrent,ensanglanter,19
le,le,71
globe,globe,21
/.,/.,P
trois,trois,72
des,de,81
des,le,71
Eloïm,Eloïm,20
avec,avec,81
les,le,71
esprits,esprit,21
de,de,81
leurs,leur,73
races,race,22
furent,être,19
enfin,enfin,60
relégués,reléguer,12
au,à,81
au,le,71
midi,midi,21
de,de,81
la,le,71
terre,terre,22
où,où,60
ils,ils,51
fondèrent,fonder,19
de,de,81
vastes,vaste,30
royaumes,royaume,21
/.,/.,P
ils,ils,51
avaient,avoir,18
emporté,emporter,12
les,le,71
secrets,secret,21
de,de,81
la,le,71
divine,divin,30
cabale,cabale,22
qui,qui,52
lie,lier,17
les,le,71
mondes,monde,21
",",",",p
et,et,82
prenaient,prendre,18
leur,leur,73
force,force,22
dans,dans,81
l',le,71
adoration,adoration,22
de,de,81
certains,certain,75
astres,astre,21
auxquels,à,81
auxquels,lequel,52
ils,ils,51
correspondent,correspondre,17
toujours,toujours,60
/.,/.,P
ces,ce,74
nécromants,nécromant,21
",",",",p
bannis,banni,31
aux,à,81
aux,le,71
confins,confins,21
de,de,81
la,le,71
terre,terre,22
",",",",p
s',se,51
étaient,être,18
entendus,entendre,12
pour,pour,81
se,se,51
transmettre,transmettre,14
la,le,71
puissance,puissance,22
/.,/.,P
entouré,entouré,31
de,de,81
femmes,femme,22
et,et,82
d',de,81
esclaves,esclave,21
",",",",p
chacun,chacun,52
de,de,81
leurs,leur,73
souverains,souverain,21
s',se,51
était,être,18
assuré,assurer,12
de,de,81
renaître,renaître,14
sous,sous,81
la,le,71
forme,forme,22
d',de,81
un,un,52
de,de,81
ses,son,73
enfants,enfant,21
/.,/.,P
leur,leur,73
vie,vie,22
était,être,18
de,de,81
mille,mille,72
ans,an,21
/.,/.,P
de,de,81
puissants,puissant,30
cabalistes,cabaliste,21
les,le,52
enfermaient,enfermer,18
",",",",p
à,à,81
l',le,71
approche,approche,22
de,de,81
leur,leur,73
mort,mort,22
",",",",p
dans,dans,81
des,de,81
des,le,71
sépulcres,sépulcre,21
bien,bien,60
gardés,gardé,31
où,où,60
ils,ils,51
les,le,52
nourrissaient,nourrir,18
d',de,81
élixirs,élixir,21
et,et,82
de,de,81
substances,substance,22
conservatrices,conservateur,30
/.,/.,P
longtemps,longtemps,60
encore,encore,60
ils,ils,51
gardaient,garder,18
les,le,71
apparences,apparence,22
de,de,81
la,le,71
vie,vie,22
",",",",p
puis,puis,60
semblable,semblable,30
à,à,81
la,le,71
chrysalide,chrysalide,22
qui,qui,52
file,filer,17
son,son,73
cocon,cocon,21
",",",",p
ils,ils,51
s',se,51
endormaient,endormir,18
quarante,quarante,72
jours,jour,21
pour,pour,81
renaître,renaître,14
sous,sous,81
la,le,71
forme,forme,22
d',de,81
un,un,71
jeune,jeune,30
enfant,enfant,21
qu',que,52
on,on,51
appelait,appeler,18
plus,plus,60
tard,tard,60
à,à,81
l',le,71
empire,empire,21
/.,/.,P
cependant,cependant,82
les,le,71
forces,force,22
vivifiantes,vivifiant,30
de,de,81
la,le,71
terre,terre,22
s',se,51
épuisaient,épuiser,18
à,à,81
nourrir,nourrir,14
ces,ce,74
familles,famille,22
",",",",p
dont,dont,52
le,le,71
sang,sang,21
toujours,toujours,60
le,le,71
même,même,52
inondait,inonder,18
des,de,81
des,le,71
rejetons,rejeton,21
nouveaux,nouveau,30
/.,/.,P
dans,dans,81
de,de,81
vastes,vaste,30
souterrains,souterrain,21
",",",",p
creusés,creusé,31
sous,sous,81
les,le,71
hypogées,hypogée,22
et,et,82
sous,sous,81
les,le,71
pyramides,pyramide,22
",",",",p
ils,ils,51
avaient,avoir,18
accumulés,accumuler,12
tous,tout,75
les,le,71
trésors,trésor,21
des,de,81
des,le,71
races,race,22
passées,passé,31
et,et,82
certains,certain,75
talismans,talisman,21
qui,qui,52
les,le,52
protégeaient,protéger,18
contre,contre,81
la,le,71
colère,colère,22
des,de,81
des,le,71
dieux,dieu,21
/.,/.,P
c',ce,52
est,être,17
dans,dans,81
le,le,71
centre,centre,21
de,de,81
l',le,71
Afrique,Afrique,20
",",",",p
au-delà,au-delà,60
des,de,81
des,le,71
montagnes,montagne,22
de,de,81
la,le,71
Lune,Lune,20
et,et,82
de,de,81
l',le,71
antique,antique,30
Ethiopie,Ethiopie,20
qu',que,52
avaient,avoir,18
lieu,lieu,21
ces,ce,74
étranges,étrange,30
mystères,mystère,21
:,:,p
longtemps,longtemps,60
j',je,51
y,y,52
avais,avoir,18
gémi,gémir,12
dans,dans,81
la,le,71
captivité,captivité,22
",",",",p
ainsi,ainsi,60
qu',que,83
une,un,71
partie,partie,22
de,de,81
la,le,71
race,race,22
humaine,humain,30
/.,/.,P
les,le,71
bocages,bocage,21
que,que,52
j',je,51
avais,avoir,18
vus,voir,12
si,si,60
verts,vert,30
ne,ne,60
portaient,porter,18
plus,plus,60
que,que,83
de,de,81
pâles,pâle,30
fleurs,fleur,22
et,et,82
des,de,81
des,le,71
feuillages,feuillage,21
flétris,flétri,31
;,;,p
un,un,71
soleil,soleil,21
implacable,implacable,30
dévorait,dévorer,18
ces,ce,74
contrées,contrée,22
",",",",p
et,et,82
les,le,71
faibles,faible,30
enfants,enfant,21
de,de,81
ces,ce,74
éternelles,éternel,30
dynasties,dynastie,22
semblaient,sembler,18
accablés,accablé,31
du,de,81
du,le,71
poids,poids,21
de,de,81
la,le,71
vie,vie,22
/.,/.,P
cette,ce,74
grandeur,grandeur,22
imposante,imposant,30
et,et,82
monotone,monotone,30
",",",",p
réglée,réglé,31
par,par,81
l',le,71
étiquette,étiquette,22
et,et,82
les,le,71
cérémonies,cérémonie,22
hiératiques,hiératique,30
",",",",p
pesait,peser,18
à,à,81
tous,tout,52
sans,sans,81
que,que,83
personne,personne,52
osât,oser,18
s',se,51
y,y,52
soustraire,soustraire,14
/.,/.,P
les,le,71
vieillards,vieillard,21
languissaient,languir,18
sous,sous,81
le,le,71
poids,poids,21
de,de,81
leurs,leur,73
couronnes,couronne,22
et,et,82
de,de,81
leurs,leur,73
ornements,ornement,21
impériaux,impérial,30
",",",",p
entre,entre,81
des,de,81
des,le,71
médecins,médecin,21
et,et,82
des,de,81
des,le,71
prêtres,prêtre,21
",",",",p
dont,dont,52
le,le,71
savoir,savoir,21
leur,leur,52
garantissait,garantir,18
l',le,71
immortalité,immortalité,22
/.,/.,P
quand,quand,83
au,à,81
au,le,71
peuple,peuple,21
",",",",p
à,à,81
tout,tout,60
jamais,jamais,60
engrené,engrené,31
dans,dans,81
les,le,71
divisions,division,22
des,de,81
des,le,71
castes,caste,22
",",",",p
il,il,51
ne,ne,60
pouvait,pouvoir,18
compter,compter,14
ni,ni,82
sur,sur,81
la,le,71
vie,vie,22
",",",",p
ni,ni,82
sur,sur,81
la,le,71
liberté,liberté,22
/.,/.,P
au,à,81
au,le,71
pied,pied,21
des,de,81
des,le,71
arbres,arbre,21
frappés,frappé,31
de,de,81
mort,mort,22
et,et,82
de,de,81
stérilité,stérilité,22
",",",",p
aux,à,81
aux,le,71
bouches,bouche,22
des,de,81
des,le,71
sources,source,22
taries,tari,31
",",",",p
on,on,51
voyait,voir,18
sur,sur,81
l',le,71
herbe,herbe,22
brûlée,brûlé,31
se,se,51
flétrir,flétrir,14
des,de,81
des,le,71
enfants,enfant,21
et,et,82
des,de,81
des,le,71
jeunes,jeune,30
femmes,femme,22
énervées,énervé,31
et,et,82
sans,sans,81
couleur,couleur,22
/.,/.,P
la,le,71
splendeur,splendeur,22
des,de,81
des,le,71
chambres,chambre,22
royales,royal,30
",",",",p
la,le,71
majesté,majesté,22
des,de,81
des,le,71
portiques,portique,21
",",",",p
l',le,71
éclat,éclat,21
des,de,81
des,le,71
vêtements,vêtement,21
et,et,82
des,de,81
des,le,71
parures,parure,22
",",",",p
n',ne,60
étaient,être,18
qu',que,83
une,un,71
faible,faible,30
consolation,consolation,22
aux,à,81
aux,le,71
ennuis,ennui,21
éternels,éternel,30
de,de,81
ces,ce,74
solitudes,solitude,22
/.,/.,P
bientôt,bientôt,60
les,le,71
peuples,peuple,21
furent,être,19
décimés,décimer,12
par,par,81
des,de,81
des,le,71
maladies,maladie,22
",",",",p
les,le,71
bêtes,bête,22
et,et,82
les,le,71
plantes,plante,22
moururent,mourir,19
",",",",p
et,et,82
les,le,71
immortels,immortel,21
",",",",p
eux-mêmes,eux-mêmes,51
",",",",p
dépérissaient,dépérir,18
sous,sous,81
leurs,leur,73
habits,habit,21
pompeux,pompeux,30
/.,/.,P
un,un,71
fléau,fléau,21
plus,plus,60
grand,grand,30
que,que,83
les,le,71
autres,autre,52
vint,venir,19
tout,tout,60
à,à,81
coup,coup,21
rajeunir,rajeunir,14
et,et,82
sauver,sauver,14
le,le,71
monde,monde,21
/.,/.,P
la,le,71
constellation,constellation,22
d',de,81
Orion,Orion,20
ouvrit,ouvrir,19
au,à,81
au,le,71
ciel,ciel,21
les,le,71
cataractes,cataracte,22
des,de,81
des,le,71
eaux,eau,22
;,;,p
la,le,71
terre,terre,22
",",",",p
trop,trop,60
chargée,chargé,31
par,par,81
les,le,71
glaces,glace,22
du,de,81
du,le,71
pôle,pôle,21
opposé,opposé,31
",",",",p
fit,faire,19
un,un,71
demi,demi,21
tour,tour,21
sur,sur,81
elle-même,lui-même,51
",",",",p
et,et,82
les,le,71
mers,mer,22
",",",",p
surmontant,surmonter,13
leurs,leur,73
rivages,rivage,21
",",",",p
refluèrent,refluer,19
sur,sur,81
les,le,71
plateaux,plateau,21
de,de,81
l',le,71
Afrique,Afrique,20
et,et,82
de,de,81
l',le,71
Asie,Asie,20
;,;,p
l',le,71
inondation,inondation,22
pénétra,pénétrer,19
les,le,71
sables,sable,21
",",",",p
remplit,remplir,19
les,le,71
tombeaux,tombeau,21
et,et,82
les,le,71
pyramides,pyramide,22
",",",",p
et,et,82
",",",",p
pendant,pendant,81
quarante,quarante,72
jours,jour,21
",",",",p
une,un,71
arche,arche,22
mystérieuse,mystérieux,30
se,se,51
promena,promener,19
sur,sur,81
les,le,71
mers,mer,22
